train_id,emb_dim,h_dim,latent_dim,categorical_dim,batch_size,save_model,initial_temp,min_temp,epochs,anneal_rate,activation,model_name,lr,dropout_rate,current_epoch,train_loss,kld,recon_loss
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,83,0.6397361159324646,0.0002367344350204803,0.6394993811845779
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,84,0.6120079010725021,0.0001826193110900931,0.6118252724409103
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,85,0.5846297144889832,0.0001522514248790685,0.5844774544239044
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,86,0.5578276664018631,0.00018002087381319143,0.5576476454734802
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,87,0.5460627526044846,0.00015467600678675808,0.5459080785512924
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,88,0.5212172344326973,0.00014351877689477988,0.5210736989974976
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,89,0.5009014829993248,0.00022959452326176688,0.5006718933582306
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,90,0.48278796672821045,0.00018610103506944142,0.4826018661260605
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,91,0.4567798972129822,0.00015376577721326612,0.45662612468004227
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,92,0.44810062646865845,0.00014658643340226263,0.44795403629541397
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,93,0.42792724072933197,0.0001769162990967743,0.4277503341436386
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,94,0.40932824462652206,0.00017420243966626003,0.4091540426015854
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,95,0.3966805934906006,0.0001283052442886401,0.39655228704214096
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,96,0.38106342405080795,0.00013466726522892714,0.38092875480651855
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,97,0.364139586687088,0.00016674963626428507,0.36397283524274826
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,98,0.35617438703775406,0.0001383368180540856,0.356036052107811
4nmDyzbL,64,128,16,2,16,False,1,0.5,100,3e-05,bc,,0.001,0.4,99,0.34535717219114304,0.00014766798449272756,0.3452095091342926
